Category,Name,Platform,Website,Audience_Size,Contact_Email,Contact_Type,Email_Verified,Audience_Level,Outreach_Angle,Priority,Email_Subject,Email_Body
Chess Coach,GM Alex Colovic,Chess Blog + Coaching,chessdevil.com,Active coaching + blog readership,chessdevil.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your coaching students,"Hey Alex,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and finds their specific opening leaks. Quick and free.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Sam Shankland,Coaching + Chessable Author,samshankland.com,Active coaching + online students,Twitter DM @GMShankland,Social DM,N/A,Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Sam,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Takes under a minute.

Free Pro for you, a code for students, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,IM Greg Shahade (US Chess School),Coaching + Writing,uschessschool.com,Active coaching + community,uschessschool.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your coaching students,"Hey Greg,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and finds their specific opening gaps. Coaches tell us it saves the first 10 minutes of every session.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,IM Andras Toth,YouTube + Coaching,youtube.com/@andrastothchess,80K+ YouTube subs,YouTube DM @andrastothchess,Social DM,N/A,Beginner-Intermediate,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Andras,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Your students show up already knowing what to fix.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Davorin Kuljasevic,Coaching + Author,davorinchess.com,Active coaching client base,davorinchess.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Davorin,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and finds their exact opening gaps. Fits right in with the structured study approach from your book.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Varuzhan Akobian,Coaching + US Olympiad,varuzhan.com,Active coaching client base,Twitter DM @AkobianVaruzhan,Social DM,N/A,Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Varuzhan,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Takes under a minute.

Free Pro for you, a code for students, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,WGM Jennifer Shahade,Coaching + USCF Women's,jennifershah ade.com,Active coaching + USCF Women's director,Twitter DM @jennifershah ade,Social DM,N/A,All Levels,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Jennifer,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and shows their specific opening gaps. Great tool for women's development programs.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Lawrence Trent,YouTube + Coaching,lawrencetrent.com,50K+ YouTube subs,lawrencetrent.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Lawrence,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and pinpoints their opening gaps. Takes under a minute.

Free Pro for you, promo code for students, 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,IM Andrew Martin,YouTube + Coaching,youtube.com/@andrewmartinchess,100K+ YouTube subs,YouTube DM @andrewmartinchess,Social DM,N/A,Beginner-Intermediate,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Andrew,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening leaks. Good match for the practical repertoire approach.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Yuri Shulman,Coaching (Illinois),yurishulman.com,Active coaching client base,yurishulman.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Yuri,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and finds their specific opening gaps. Takes under a minute.

Free Pro for you, promo code for students, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,GM Alex Yermolinsky,Coaching + Author,yermolinski.com,Active coaching client base,Twitter DM @AlexYermolinsky,Social DM,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Yermo,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Takes under a minute.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,IM Irina Krush,Coaching + 8x US Women's Champion,irinakrush.com,Active coaching client base,Twitter DM @IrinaKrush,Social DM,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Irina,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and shows exactly where their opening is going wrong. Takes under a minute.

Free Pro for you, a code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Joel Benjamin,Coaching + Author,joelbenjaminchess.com,Active coaching client base,joelbenjaminchess.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,MEDIUM,FireChess - tool for your students,"Hey Joel,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and finds their specific opening gaps. Takes under a minute.

Free Pro for you, promo code for students, 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,IM Daniel Lowinger,Coaching (NY Chess Academy),nychessacademy.com,Active student base,nychessacademy.com/contact,Contact Form,N/A,Beginner-Intermediate,Coach Partnership,MEDIUM,FireChess - free tool for your students,"Hi Daniel,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their specific opening gaps. Great for prep at a chess academy.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,GM Susan Polgar,Coaching + SPF Foundation,spfchess.com,Large coaching + scholastic network,info@spfchess.com,Direct Email,NOT CONFIRMED,All Levels,Coach + Scholastic Partnership,MEDIUM,FireChess - free tool for your students,"Hi Susan,

We built FireChess (firechess.com) - a free chess analysis tool that scans a student's Chess.com or Lichess games and shows exactly where they are going wrong. Takes under a minute.

Would love to offer it free to SPF coaches and students. Happy to discuss.

[Your name]
firechess.com"
Chess Coach,GM Alex Fishbein,Coaching (NJ/NY area),alexfishbeinchess.com,Active coaching client base,alexfishbeinchess.com/contact,Contact Form,N/A,Intermediate-Advanced,Coach Partnership,LOW,FireChess - tool for your students,"Hey Alex,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and finds their exact opening gaps.

Free Pro for you, promo code for students, 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,GM Simen Agdestein,Coaching (Norway),simenagdestein.com,Elite coaching pedigree,Twitter DM @SimenAgdestein,Social DM,N/A,Advanced,Coach Partnership,LOW,FireChess - tool for your students,"Hey Simen,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Takes under a minute.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,IM Cyrus Lakdawala,Coaching + Prolific Author,cyruslakdawalachess.com,Active coaching + large book readership,Twitter DM @cyruslakdawala,Social DM,N/A,Intermediate,Coach Partnership,LOW,FireChess - tool for your students,"Hey Cyrus,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their specific opening leaks. Good fit for your 1...d6 and Caro-Kann students.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Coach,WGM Tatev Abrahamyan,Coaching + USCF,tatevchess.com,Active coaching client base,tatevchess.com/contact,Contact Form,N/A,All Levels,Coach Partnership,LOW,FireChess - tool for your students,"Hey Tatev,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and finds their opening gaps. Takes under a minute.

Free Pro for you, a code for students, 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
Chess Coach,IM Anna Zatonskih,Coaching + 4x US Women's Champion,annazatonskih.com,Active coaching client base,Twitter DM @ChessAmaze,Social DM,N/A,All Levels,Coach Partnership,LOW,FireChess - tool for your students,"Hey Anna,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening leaks. Takes under a minute.

Free Pro for you, promo code for students, 30% recurring commission on upgrades.

[Your name]
firechess.com"
Chess Club,Charlotte Chess Center & Scholastic Academy,Chess Club + School,charlottechesscenter.com,1000+ members / students,info@charlottechesscenter.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,HIGH,free game analysis tool for Charlotte Chess Center members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players exactly where they are losing. It pulls games from Chess.com or Lichess and runs in under a minute.

Would love to share it with Charlotte Chess Center members as a free resource or explore any partnership.

[Your name]
firechess.com"
Chess Club,Dallas Chess Club,Chess Club,dallaschess.com,500+ members,info@dallaschess.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,HIGH,free game analysis tool for Dallas Chess Club members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players exactly where they are losing. It pulls from Chess.com or Lichess and takes under a minute.

Would love to share it with Dallas Chess Club members or explore a partnership.

[Your name]
firechess.com"
Chess Club,Bay Area Chess (San Jose),Chess Club + Scholastic,bayareachess.com,Large Bay Area chess community,info@bayareachess.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,HIGH,free game analysis tool for Bay Area Chess members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows members exactly where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to offer it to Bay Area Chess members as a free resource or explore any partnership.

[Your name]
firechess.com"
Chess Club,Atlanta Chess Center,Chess Club + School,atlantachess.org,500+ members / students,info@atlantachess.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,HIGH,free game analysis tool for Atlanta Chess Center members,"Hi,

We built FireChess (firechess.com) - a free tool that shows players exactly where they are losing. It pulls from Chess.com or Lichess and runs in under a minute.

Would love to share it with Atlanta Chess Center members or explore any partnership.

[Your name]
firechess.com"
Chess Club,Chicago Chess Foundation,Chess Club + Scholastic,chicagochessfoundation.org,Large Chicago chess community,contact@chicagochessfoundation.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,HIGH,free game analysis tool for Chicago Chess Foundation members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players exactly where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to offer it to Chicago Chess Foundation members or explore any partnership.

[Your name]
firechess.com"
Chess Club,Denver Chess Club,Chess Club,denverchess.com,400+ members,info@denverchess.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Denver Chess Club members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players exactly where they are losing. It pulls from Chess.com or Lichess in under a minute.

Would love to share it with Denver Chess Club members as a free resource.

[Your name]
firechess.com"
Chess Club,Pittsburgh Chess Club,Chess Club,pittsburghchessclub.com,300+ members,info@pittsburghchessclub.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Pittsburgh Chess Club members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players where they are losing. It pulls from Chess.com or Lichess and runs in under a minute.

Would love to share it with Pittsburgh Chess Club members or explore any partnership.

[Your name]
firechess.com"
Chess Club,Houston Chess Association,Chess Club,houstonchess.org,400+ members,info@houstonchess.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Houston Chess Association members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players exactly where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Houston Chess Association members.

[Your name]
firechess.com"
Chess Club,Portland Chess Club,Chess Club,portlandchessclub.com,300+ members,info@portlandchessclub.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Portland Chess Club members,"Hi,

We built FireChess (firechess.com) - a free tool that shows players exactly where they are losing in their games. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Portland Chess Club members as a free resource.

[Your name]
firechess.com"
Chess Club,Philadelphia Chess Society,Chess Club,philachess.com,400+ members,info@philachess.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Philadelphia Chess Society members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players exactly where they are going wrong. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Philadelphia Chess Society members.

[Your name]
firechess.com"
Chess Club,Las Vegas Chess Club,Chess Club,lasvegaschessclub.com,300+ members,info@lasvegaschessclub.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Las Vegas Chess Club members,"Hi,

We built FireChess (firechess.com) - a free tool that shows players exactly where they are losing in their games. Works with Chess.com or Lichess, takes under a minute.

Would love to share it with Las Vegas Chess Club members.

[Your name]
firechess.com"
Chess Club,Austin Chess Club,Chess Club,austinchessclub.com,300+ members,info@austinchessclub.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Austin Chess Club members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool. Shows players exactly where they are losing, based on their Chess.com or Lichess games. Under a minute.

Would love to share it with Austin Chess Club members as a free resource.

[Your name]
firechess.com"
Chess Club,Nashville Chess Center,Chess Club + Academy,nashvillechesscenter.org,500+ members / students,info@nashvillechesscenter.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,MEDIUM,free game analysis tool for Nashville Chess Center members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players where they are losing in their games. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Nashville Chess Center members or explore any partnership.

[Your name]
firechess.com"
Chess Club,Columbus Chess Club,Chess Club,columbuscc.com,200+ members,info@columbuscc.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for Columbus Chess Club members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Columbus Chess Club members.

[Your name]
firechess.com"
Chess Club,Minnesota Chess Association,State Chess Org,mnchess.org,2000+ members,info@mnchess.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for Minnesota Chess Association members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Minnesota Chess Association members or explore any partnership.

[Your name]
firechess.com"
Chess Club,Cleveland Chess,Chess Club,clevelandchess.org,200+ members,info@clevelandchess.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for Cleveland Chess members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players exactly where they are going wrong. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Cleveland Chess members.

[Your name]
firechess.com"
Chess Club,New Orleans Chess Club,Chess Club,nochess.org,200+ members,info@nochess.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for New Orleans Chess Club members,"Hi,

We built FireChess (firechess.com) - a free tool that shows players where they are losing. Works with Chess.com or Lichess and takes under a minute.

Would love to share it with New Orleans Chess Club members.

[Your name]
firechess.com"
Chess Club,San Diego Chess Club,Chess Club,sandiegochess.org,300+ members,info@sandiegochess.org,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for San Diego Chess Club members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players where they are going wrong. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with San Diego Chess Club members.

[Your name]
firechess.com"
Chess Club,Triangle Chess Association (NC),Chess Club,trianglechess.com,300+ members,info@trianglechess.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for Triangle Chess Association members,"Hi,

We built FireChess (firechess.com) - a free tool that shows chess players exactly where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Triangle Chess Association members.

[Your name]
firechess.com"
Chess Club,Phoenix Chess Club,Chess Club,phoenixchessclub.com,300+ members,info@phoenixchessclub.com,Direct Email,NOT CONFIRMED,All Levels,Free Member Tool,LOW,free game analysis tool for Phoenix Chess Club members,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that shows players exactly where they are losing. Pulls from Chess.com or Lichess in under a minute.

Would love to share it with Phoenix Chess Club members.

[Your name]
firechess.com"
Chess Scholastic,America's Foundation for Chess (AF4C),Scholastic Chess Org,af4c.org,50000+ students reached,contact@af4c.org,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,HIGH,free analysis tool for your chess students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. It scans their Chess.com or Lichess games and shows exactly where they are going wrong. Takes under a minute.

Would love to offer it to AF4C coaches and students as a free resource. Happy to connect.

[Your name]
firechess.com"
Chess Scholastic,Kasparov Chess Foundation,Scholastic Chess Org,kasparovchessfoundation.org,100000+ students worldwide,info@kasparovchessfoundation.org,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,HIGH,free analysis tool for your chess students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. It scans their Chess.com or Lichess games and shows exactly where they are going wrong. Takes under a minute.

Would love to offer it to Kasparov Chess Foundation students and coaches as a free resource. Happy to connect.

[Your name]
firechess.com"
Chess Scholastic,Chess at Three,Scholastic Chess Org (early childhood),chessatthree.org,Young learners + parents community,info@chessatthree.org,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,HIGH,free analysis tool for your chess students - FireChess,"Hi,

We built FireChess (firechess.com) - free for students. It scans their Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to offer it to Chess at Three families and coaches as a free resource. Happy to connect.

[Your name]
firechess.com"
Chess Scholastic,Susan Polgar Foundation (SPF),Scholastic + Women's Chess,spfchess.com,Large scholastic chess network,info@spfchess.com,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,MEDIUM,free analysis tool for your chess students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. It scans their Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to offer it to SPF coaches and students as a free resource.

[Your name]
firechess.com"
Chess Scholastic,California Scholastic Chess Federation (CalChess),Scholastic Chess Federation,calchess.org,50000+ scholastic players in CA,admin@calchess.org,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,MEDIUM,free analysis tool for CalChess students - FireChess,"Hi,

We built FireChess (firechess.com) - a free game analysis tool for students. It scans their Chess.com or Lichess games and shows where they are going wrong. Takes under a minute.

Would love to share it with CalChess coaches and students as a free resource.

[Your name]
firechess.com"
Chess Scholastic,Texas Chess Association,State Chess + Scholastic Org,txchess.org,20000+ members + scholastic,info@txchess.org,Direct Email,NOT CONFIRMED,Scholastic + Club,Free Student Tool,MEDIUM,free analysis tool for Texas Chess Association students - FireChess,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool for students and club players. Scans Chess.com or Lichess games and shows where they are going wrong. Under a minute.

Would love to share it with Texas Chess Association members and students.

[Your name]
firechess.com"
Chess Scholastic,Florida Chess Association,State Chess + Scholastic Org,flchess.org,10000+ members + scholastic,info@flchess.org,Direct Email,NOT CONFIRMED,Scholastic + Club,Free Student Tool,MEDIUM,free analysis tool for Florida Chess Association students - FireChess,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool for students and club players. Scans Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to share it with Florida Chess Association members and students.

[Your name]
firechess.com"
Chess Scholastic,New York State Chess Association,State Chess Org,nysca.net,10000+ members + scholastic,nysca.net/contact,Contact Form,N/A,Scholastic + Club,Free Student Tool,MEDIUM,free analysis tool for NYSCA students - FireChess,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool for students and club players. Scans Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to share it with NYSCA members and students as a free resource.

[Your name]
firechess.com"
Chess Scholastic,National Scholastic Chess Foundation,Scholastic Org,nscfoundation.org,100000+ scholastic players,nscfoundation.org/contact,Contact Form,N/A,Scholastic (K-12),Free Student Tool,MEDIUM,free analysis tool for NSCF students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. Scans their Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to offer it to NSCF coaches and students as a free resource.

[Your name]
firechess.com"
Chess Scholastic,Chess in the Schools (NYC),Scholastic Org (NYC),chessintheschools.org,30000+ NYC students,chessintheschools.org/contact,Contact Form,N/A,Scholastic (K-12),Free Student Tool,MEDIUM,free analysis tool for your chess students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. It scans their Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to offer it to Chess in the Schools students and coaches as a free resource.

[Your name]
firechess.com"
Chess Scholastic,Chess4Life,Scholastic Chess Program,chess4life.com,Large US scholastic presence,info@chess4life.com,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,MEDIUM,free analysis tool for Chess4Life students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. It scans their Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to offer it to Chess4Life coaches and students as a free resource.

[Your name]
firechess.com"
Chess Scholastic,Chess Wizards,Scholastic Chess Program,chesswizards.com,Large US scholastic presence,info@chesswizards.com,Direct Email,NOT CONFIRMED,Scholastic (K-12),Free Student Tool,MEDIUM,free analysis tool for Chess Wizards students - FireChess,"Hi,

We built FireChess (firechess.com) - completely free for students. Scans their Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to offer it to Chess Wizards coaches and students as a free resource.

[Your name]
firechess.com"
Chess Scholastic,North Carolina Chess Association (NCCA),State Chess Org,ncchess.org,5000+ members + scholastic,info@ncchess.org,Direct Email,NOT CONFIRMED,Scholastic + Club,Free Student Tool,LOW,free analysis tool for NCCA students - FireChess,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool for students and club players. Scans Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to share it with NCCA members and students.

[Your name]
firechess.com"
Chess Scholastic,Washington Chess Federation,State Chess Org,wachess.org,5000+ members + scholastic,info@wachess.org,Direct Email,NOT CONFIRMED,Scholastic + Club,Free Student Tool,LOW,free analysis tool for Washington Chess Federation students - FireChess,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool for students and club players. Scans Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to share it with Washington Chess Federation members and students.

[Your name]
firechess.com"
